,emotion_id,emotion,emotion_en,talkbacks
2069,3,"חשש, פחד",fear," קצב עליית מספר החולים בישראל.
שממנים אנשים לא ראויים לתפקידי שרים , שהכל הצגה של איש אחד בלי מערכות מסודרות הקריסה בדרך. סגר מהערב, אחרת יהיה פה אסון.
מענה פשוט כמה בדיקות נעשים כל יום אין , למה ? מסתירים או לא יודעים בשני המקרים זה אסון. "
2073,6,"סלידה, אי אמון",disgust, להכניס את העבריין החולה לתא בידוד הגנה מקסימלית לכמה שנים 
2074,4,"הפתעה, תדהמה",surprise, מה!! העולם לא פונה לאלוהים לבקש עזרה.. הללויה ..... 
2075,6,"סלידה, אי אמון",disgust," הכלכלה שם על הפנים.
משחקים אותה שעשו לנו טובה, בסופו של דבר הם קיבלו כסף טוב ולא יכולים לוותר אליו בתקופה הזאת.טורקיה כלכלה חלשה שישבו בשקט ויגידו תודה."
2077,4,"הפתעה, תדהמה",surprise," אז לבטל טיסות לקוריאה?.
מדינת ישראל איפשרה להביא לכאן חיילים קוריאנים לשם אימון עם חיילי צה""ל.  מדינת ישראל החליטה לא לבטל את האימונים של החיילים הקוריאנים כדי לא לפגוע ביחסים הדיפלומטיים עם קוריאה!! אבל לדאוג לחיילים והחיילות??.... ולכללל אזרחי מדינת ישראל!!לאן הגענו???!!!"
2080,3,"חשש, פחד",fear," כן, אבל ישראל לא יכולה להרשות לעצמה 7000 חולים ו600 מתים. הב "
2081,6,"סלידה, אי אמון",disgust," מה עם המנות קרב גרוטו??.
קנית מכשיר כזה לא עושה את העבודה לא עלי ולא על חברים ובני משפחה שניסו אותו שבועות ארוכים."
2083,3,"חשש, פחד",fear," למה לא מחייבים את כולם ללכת עם מסכה .
גם לא צריכים להיות שעננים המצב בעולם לא טוב "
2084,6,"סלידה, אי אמון",disgust, ישראלים.... ברור שלא ילכו לבידוד לאחר החזרה... הלכו לטייל... 
2085,6,"סלידה, אי אמון",disgust," דיבורים כמו חול ואין מה לאכול.
אחרי אורנה פרץ מקרית שמונה, יש לנו את יובל מאשדוד. אז יופי, תמשיכו לבכות על מר גורלכם ותמשיכו להצביע למי שתוקע אתכם הכי הרבה זה יותר מעשר שנים."
2086,5,"עצב, צער",sadness," משרד החינוך לא מבצע את תפקידו כבר שנים.
הרי ההורים הם שלמדים בעיקר בכתות היסודי ועוד צריכים ללכת לעבוד... שיפתחו את ביהס ליסודי וסלאמת אפילו שילמדו 3 ימים בשבוע"
2088,0,"ציפייה, הבעת עניין",expectation," גם זה בעיה וגם זה בעיה.
אחיות.... אם אין מסתדרים עם מה שיש,ומכונות הנשמה כדאי שיהיה בכל מקרה זה לא סותר..."
2089,6,"סלידה, אי אמון",disgust," חדירה לפרטיות?.
כדי לעקוב אחרי לאזרחים לא צריך אפילו הצבעה בכנסת"
2090,5,"עצב, צער",sadness," אני אפשוט את הרגל. מי ישלם לי על זה?.
לא פוגעת בצעירים ביבי לך הבייתה נוכל."
2093,6,"סלידה, אי אמון",disgust," זו כבר לא מלחמה במגיפה -.
טיפשים, בוודאות זה הגורם להתפרצות כל כך נרחבת... אחרת רוב האנשים היו נחים בבית, עם תסמיני שפעת, ולא מתרוצצים במרץ בכל הארץ....
עם הראש בקיר הזה, אנחנו לא נגיע רחוק."
2095,1,"שמחה, התלהבות",happy," כל הכבוד לאחות ולצוות הרפואי!.
באמת עצוב לי שכל כך הרבה ילדים תמימים גדלים על עקרונות של חבר דמיוני ובכמויות"
2097,7,"זעם, כעס",anger," קורונה .
בניו-יורק סוגרים בראשון-נגד היהודים????כל מדינה והמנטליות שלה.....במדינות מוסלמיות/נגיד מרוקו-היהודים מנוהלים על פי החגים המוסלמים....תבינו-זו המדינה שלנו-ואתם שותפים (סמויים)אז.....קחו מה שנותנים לכם פה.  ותבינו שלא הייתם מקבלים חצי מזה במדינה שונה..!!!חג שמח וכשר. "
2098,3,"חשש, פחד",fear," למה אתם צריכים לפרסם את מעורבות המוסד.
הפגנת שרירים חסרת כל טעם והגיוןאסור לאף אחד בעולם לדעת על מעורבות של גוף כמו המוסד במבצע שכזה.ממש נפרצו כל גבולות ההגיון"
2099,5,"עצב, צער",sadness," ממליץ לנוסעים להשאר בבידוק ביפן. כדי לא להדבק בטיסה..
שיחזירו את הישראלים לארץ! אם יש כסף לבזבז על מערכת בחירות שלישית, שיכחרו מטוס פרטי ויביאו אותם הבייתה לבידוד בבית חולים!!!!! לא מפקירים ישראלים חולים!!!! ואם זה היה ההורים שלכם? מבודדים באמצע שום מקום ללא טיפול רפואי מתאים? תתביישו"
2100,7,"זעם, כעס",anger," אני אוקראיני קורבן בעם שלכם יהודים.
תצא לנו מהווריד עם כל השטיקים שלך....."
2101,5,"עצב, צער",sadness,"  ומה עם קשישים שאינם נתמכי רווחה.
אבל יש קשישים במגזר הרוסי גם  שהם לא ברווחה וגם שלא מטופלים ובודדיםאיך תגיעו אליהם ומתי?בינתיים אנחנו פה מתנדבים מביאים להם מזון אך לא מספיק"
2102,7,"זעם, כעס",anger," תכניסו את המעטפות למיקרוגל ל 30 שניות..
ופניקה. אני מאמין לדוקטורים של ההסתדרות הרפואית שאומרים שצריך להדריך את הציבור איך לצמצם העברת הנגיף, בהתאם לידע המדעי ועקרונות בריאות הציבור. כלומר, על בסיס מדע ולא על בסיס פחדים."
2103,6,"סלידה, אי אמון",disgust," שמשרד החוץ ישלחו את משפחותיהם לשם!!.
מדובר על מקרים בודדים,וכולם נמצאים בבידוד בבתי חולים,או שוחררו לאחר שכבר הבריאו לחלוטין והתגברו על הוירוס.באותה מידה יכל משרד הבריאות להוציא אזהרת מסע לאוסטרליה,גרמניה,קנדה,צרפת וארצות הברית..."
2105,1,"שמחה, התלהבות",happy, מצדיע לביבי על ניהול המשבר!! קצת כבוד לא יזיק!! 
2107,6,"סלידה, אי אמון",disgust, הבת שלי לא שפן ניסויים למפגרים במשרדי הממשלה 
2109,6,"סלידה, אי אמון",disgust," ביבי צריך ללכת לא מאמין לאף מילה שלו, יש המון עליו  "
2111,6,"סלידה, אי אמון",disgust," למה הכתבים עדיין מראיינים אנשים ברחוב ללא מיגון ממרחק אפס?.
ואם שם לא רואים לנכון להמנע מהתקהלות שכזו בחדר אחד - מה יגידו אזובי הקיר בפארקים..."
2112,6,"סלידה, אי אמון",disgust," תיירים קוריאנים.
תראו באירופה כל האיצטדיונים כדורגל כדורסל מלאים ממשלה שאיבדה את השכל, מזיהומים בביצ חולים מתים על שנה מאות ואלפי אנשים ואף אחד לא מבלבל לאנשים טת המוח בבידוד טימטום טימטום טימטום "
2114,6,"סלידה, אי אמון",disgust, בזבוז משווע של כספי ציבור לא חבל? 
2116,6,"סלידה, אי אמון",disgust, כשלון לטבעונים-העם לא שורד ללא ביצים 
2117,6,"סלידה, אי אמון",disgust, ידוע שביטוח לאומי סלקום והוט מושחתים לא חדש לנו   
2118,3,"חשש, פחד",fear," מילא סין, אם איכשהו זה יגיע להודו או פקיסטן ידובר במליונים.
לשלוח כתב שעלול להדביק אוכלוסיה שלמה רק בשביל מעט רייטינג ותאוות בצע.אם זה לא מעשה פלילי של גלדיאטור אז הוא רק חסר אחריות ושכל. "
2121,6,"סלידה, אי אמון",disgust," לא מאמין להם.
מנסים להפחיד רק כדי להצליח להרוויח עם חיסון.
את השמועה על הזומבים לא כללתם פה, אה??"
2123,3,"חשש, פחד",fear," אההה...נכון הוא כל הזמן בחל""ע - חופשה ללא עבודה.
תמשיכו להחליט שלא להחליט ולהוביל את המדינה לאבדון..."
2127,6,"סלידה, אי אמון",disgust," מדובר בבזבוז כספים, תשפרו את התחבורה הציבורית במקום.
באה הקורונה וויש הוכחה בשטח שמספיק להוריד 10-20% מהתנועה בכביש כדי שהמצב ישתפר דרסתית.הבעיה שלהרבה מאוד אנשים יש עבודה מזוייפת שלא באמת חשובה, ומה שחשוב זה להופיע במשרד ולהראות נוכחות, ולכן הם לא יכולים ""לעבוד מהבית""."
2128,6,"סלידה, אי אמון",disgust," מנתחים פלסטיים בסכנת התרסקות כלכלית? רחמנות עליהם.
מה הם לא יעשו בשביל כסף על ציצים למטומטמות"
2130,7,"זעם, כעס",anger," חרד.
אני חרד מהחרדים..בראש משרד הבריאות שיותר נכון חולה.עומד חסיד גור שנותן לחבריו החסידים להפיץ את הקורונה.חסידות של טיפשים לא אכפת להם מחיי אדם"
2131,0,"ציפייה, הבעת עניין",expectation," אין ירידה בתחלואה?... בתמותה?....
אם העולם היה נוהג כהרגלו, לא היה עומס עלי בתי החולים. מי שבקבוצת סיכון היה נכנס לבידוד וכל השאר היו ממשיכים בחייהם.
כרגע ההיסטריה מהקורונה פוגעת בכל שאר החולים, אבל כשהם ימותו, לא ייספרו אותם כמתים מקורונה."
2134,0,"ציפייה, הבעת עניין",expectation," כל הכבוד למלונות דן, אחרי שזה יגמר נזכור את זה.
כל הכבוד לישראל עם היתקדמות הטיפול שלכם בקורונה. אני חיה בלונדון וכאן שיבחו את ישראל ואני גאה בכךחזק ואמץ."
